cnt_60_above,n,rev5_drop3,rev10_drop5,down20_ge10,avg_ret20
186,39,0.6666666666666666,0.6410256410256411,0.5384615384615384,-0.0014963446138699804
187,30,0.5,0.5666666666666667,0.4666666666666667,0.013225259652716008
188,30,0.7333333333333333,0.7,0.5333333333333333,0.001672270846753269
189,35,0.6857142857142857,0.6,0.5714285714285714,0.0006949062771255779
190,32,0.65625,0.6875,0.5625,-0.005686339245764321
191,30,0.6333333333333333,0.6,0.4,0.020390972093520743
192,29,0.5862068965517241,0.5517241379310345,0.41379310344827586,0.024527544318151927
193,24,0.625,0.5416666666666666,0.4583333333333333,0.01676991757200752
194,25,0.48,0.56,0.44,0.032676586949843794
195,30,0.6333333333333333,0.6333333333333333,0.4666666666666667,0.012777582229482883
196,27,0.5925925925925926,0.5925925925925926,0.4444444444444444,0.015282505259139196
197,21,0.6666666666666666,0.6190476190476191,0.5238095238095238,-0.016630270240249777
198,24,0.625,0.5,0.4166666666666667,0.001883332343282117
199,22,0.6818181818181818,0.6363636363636364,0.5454545454545454,-0.01313136327323368
200,24,0.6666666666666666,0.6666666666666666,0.5,-0.0030707982488714647
201,24,0.5833333333333334,0.625,0.4583333333333333,0.031998896884413056
202,22,0.6818181818181818,0.5909090909090909,0.5,0.004852131504051701
203,20,0.65,0.6,0.45,0.0064635326486018555
204,18,0.6111111111111112,0.3888888888888889,0.3888888888888889,0.034168603901746836
205,22,0.5909090909090909,0.4090909090909091,0.3181818181818182,0.020374280701065284
206,17,0.5882352941176471,0.47058823529411764,0.47058823529411764,0.014185927531493099
207,19,0.3684210526315789,0.47368421052631576,0.5263157894736842,0.021052251355967787
208,19,0.42105263157894735,0.5789473684210527,0.47368421052631576,0.010938981752691613
209,19,0.47368421052631576,0.6842105263157895,0.3684210526315789,0.03119674061795815
210,20,0.55,0.65,0.35,0.024230035290787398
211,19,0.5789473684210527,0.5789473684210527,0.2631578947368421,0.028037998131342643
212,19,0.6842105263157895,0.5263157894736842,0.3157894736842105,0.015573698157855803
213,19,0.6842105263157895,0.631578947368421,0.3157894736842105,0.027213238868923982
214,17,0.5882352941176471,0.5294117647058824,0.4117647058823529,0.030662519323807154
215,18,0.5555555555555556,0.5555555555555556,0.3888888888888889,0.0028901794914854193
216,15,0.6,0.5333333333333333,0.26666666666666666,0.011134902142958595
217,17,0.47058823529411764,0.5882352941176471,0.35294117647058826,0.009743776987462826
218,18,0.6111111111111112,0.6666666666666666,0.2777777777777778,0.004924368158631318
219,15,0.6666666666666666,0.6666666666666666,0.4,-0.0020926145730755167
220,15,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.0711021277839215
